polygonvalue1,polygonvalue2,polygonvalue3,polygonvalue4,polygonvalue5,polygonvalue6,polygonvalue7,polygonvalue8,polygonvalue9,polygonvalue10,FarmID,Crop,State,District,Sub-District,SDate,HDate,CropCoveredArea,CHeight,CNext,CLast,CTransp,IrriType,IrriSource,IrriCount,WaterCov,ExpYield,Season
78.27767271679167,17.96220518565386,78.27805502363951,17.962189073104717,78.27804037586756,17.96200011684659,78.27799203822013,17.961815554920044,78.27763170303021,17.961862427790276,353659,Paddy,Telangana,Medak,Kulcharam,24-11-2023,25-05-2024,87.0,60.0,Pea,Lentil,Transplanting,Flood,Groundwater,6.0,93.0,16.0,Rabi
78.30489706573431,17.96999926510742,78.30509774021,17.969972899117913,78.30507137422049,17.969754647315888,78.3050142479099,17.969546648954225,78.3048135734342,17.969603775264822,287538,Paddy,Telangana,Medak,Yeldurthy,28-12-2023,05-01-2024,93.0,93.0,Pea,Lentil,Transplanting,Flood,Canal,6.0,95.0,20.0,Rabi
78.28297594262547,18.00265793744277,78.2831927296503,18.002634501007652,78.28318833531871,18.00258103664004,78.28319565920468,18.002522445552252,78.28318027904413,18.002391347993317,662903,Paddy,Telangana,Medak,Medak,11-07-2023,24-04-2024,80.0,83.0,Lentil,Pea,Transplanting,Flood,Groundwater,3.0,98.0,20.0,Rabi
78.29013650594229,18.006160219715543,78.29015042132563,18.006218810803336,78.2901907026985,18.00628838772009,78.29056568566035,18.006188050482248,78.29052174234451,18.006089178021597,513844,Paddy,Telangana,Medak,Medak,22-12-2023,30-05-2024,100.0,95.0,Pea,Lentil,Transplanting,Flood,Groundwater,4.0,91.0,19.0,Rabi
78.28996659178769,18.012426536554926,78.29015554804582,18.01236355113555,78.2901614071546,18.01216287665986,78.29011599906156,18.01205008881586,78.28983183228577,18.012139440224747,864083,Paddy,Telangana,Medak,Medak,27-11-2023,05-09-2024,91.0,60.0,Pea,Lentil,Transplanting,Flood,Groundwater,4.0,82.0,19.0,Rabi
78.28837511136554,18.015407358146355,78.28846299799723,18.015536990928094,78.28879330525466,18.015400766648977,78.28869955951419,18.015257218483885,78.28837511136554,18.015407358146355,214930,Paddy,Telangana,Medak,Medak,15-11-2023,05-02-2024,81.0,92.0,Lentil,Pea,Transplanting,Flood,Groundwater,6.0,83.0,15.0,Rabi
78.29876917033987,18.02994527180479,78.29897570392434,18.02993941269601,78.29898961930769,18.02986031472749,78.29898815453049,18.0297731604844,78.2987911419978,18.02977535765019,631570,Paddy,Telangana,Medak,Medak,12-05-2023,04-02-2024,92.0,61.0,Pea,Lentil,Transplanting,Flood,Groundwater,3.0,91.0,16.0,Rabi
78.31262815976852,18.045855681694757,78.31267356786157,18.045901089787797,78.31277170793362,18.045974328647535,78.31295260791718,18.045763400731484,78.31281491886087,18.04565793677346,1326617,Paddy,Telangana,Medak,Medak,11-12-2023,25-05-2024,83.0,75.0,Lentil,Pea,Transplanting,Flood,Groundwater,5.0,83.0,20.0,Rabi
78.31883442074293,18.051469440293854,78.31900946161768,18.051483355677203,78.31920793892758,18.051481890900007,78.31946354254806,18.05145845446489,78.31947306359984,18.051316371076993,601179,Paddy,Telangana,Medak,Medak,13-11-2023,05-09-2024,99.0,71.0,Lentil,Pea,Transplanting,Flood,Groundwater,3.0,96.0,18.0,Rabi
78.33067934152871,18.04644525451567,78.33079872087009,18.046429141966527,78.33078187593235,18.04617793267762,78.33068886258047,18.046190383283776,78.33060170833738,18.0461544962425,740206,Paddy,Telangana,Medak,Medak,13-11-2023,30-05-2024,97.0,60.0,Lentil,Pea,Transplanting,Flood,Groundwater,5.0,96.0,18.0,Rabi
78.34110049888119,18.057390069715247,78.34129018752792,18.057415703316156,78.34139272193156,18.057431815865296,78.34147694662026,18.05742815392231,78.3414945239466,18.0573175632441,723779,Paddy,Telangana,Medak,Medak,11-10-2023,24-05-2024,98.0,57.0,Lentil,Pea,Transplanting,Flood,Canal,4.0,84.0,16.0,Rabi
78.33214411872359,18.064124382868364,78.33246783448365,18.064018918910335,78.33269048061726,18.06389734240317,78.3326494668558,18.06377283634161,78.33251324257668,18.06385486386452,679528,Paddy,Telangana,Medak,Medak,25-12-2023,04-05-2024,95.0,74.0,Pea,Lentil,Transplanting,Flood,Groundwater,4.0,97.0,17.0,Rabi
78.32946211167987,18.06363075295371,78.32963715255465,18.063606584129996,78.32961884283971,18.063501852560567,78.32961078656514,18.063433740421008,78.32961078656514,18.063356107229684,377607,Paddy,Telangana,Medak,Medak,11-12-2023,18-05-2024,93.0,59.0,Pea,Lentil,Transplanting,Flood,Canal,4.0,88.0,15.0,Rabi
78.31208619220654,18.05730657741514,78.31221655737689,18.05753508265753,78.3124084431894,18.057426689145114,78.3122692893559,18.05720843734309,78.31208619220654,18.05730657741514,984481,Paddy,Telangana,Medak,Medak,27-11-2023,28-05-2024,87.0,86.0,Lentil,Pea,Transplanting,Flood,Canal,4.0,81.0,16.0,Rabi
78.30338834522378,18.05526650897708,78.30348282335284,18.055413719085156,78.30356778043014,18.055372705323702,78.30345792214052,18.0552035235577,78.30338834522378,18.05526650897708,32683,Paddy,Telangana,Medak,Medak,25-12-2023,13-04-2024,91.0,64.0,Pea,Lentil,Transplanting,Flood,Groundwater,4.0,80.0,18.0,Rabi
78.29390391288746,18.040805496121383,78.29407822137365,18.040775468188887,78.29407748898505,18.040514737848213,78.29405039060694,18.04048251274993,78.29390684244186,18.040523526511382,1326625,Paddy,Telangana,Medak,Medak,29-11-2023,25-04-2024,88.0,84.0,Lentil,Pea,Transplanting,Flood,Canal,6.0,94.0,19.0,Rabi
78.28910823235174,18.03830951578143,78.28936090641784,18.03820844615499,78.28930597727305,18.038031940503018,78.28924885096244,18.03806782754429,78.28921662586416,18.038048053052158,1326626,Paddy,Telangana,Medak,Medak,17-11-2023,05-03-2024,85.0,82.0,Lentil,Pea,Transplanting,Flood,Groundwater,5.0,88.0,18.0,Rabi
78.27614934850929,18.026919408314633,78.27638078330607,18.027171349992138,78.27651993713958,18.027058562148138,78.27639836063241,18.02695090102432,78.2762892347314,18.026825662574165,1331837,Paddy,Telangana,Medak,Medak,12-10-2023,24-05-2024,97.0,60.0,Lentil,Pea,Transplanting,Flood,Groundwater,5.0,94.0,19.0,Rabi
78.26254669508974,17.999301766695204,78.26260675095473,17.999442385305905,78.26305790233073,17.999279795037282,78.26302421245525,17.99916407763889,78.26297880436222,17.99909962744232,1326627,Paddy,Telangana,Medak,Medak,30-12-2023,04-08-2024,81.0,66.0,Pea,Lentil,Transplanting,Flood,Canal,6.0,82.0,15.0,Rabi
78.2703488308179,17.988359148661416,78.2704586891075,17.988494640551938,78.27057880083748,17.98841188064043,78.27046894254786,17.988280050692897,78.2703488308179,17.988359148661416,1326628,Paddy,Telangana,Medak,Medak,12-11-2023,21-05-2024,87.0,90.0,Pea,Lentil,Transplanting,Flood,Canal,6.0,86.0,19.0,Rabi
78.25274367371355,17.894526253950872,78.25287550366109,17.894492564075392,78.25285353200316,17.8944339729876,78.25283082795664,17.894365128459444,78.25282277168208,17.894330706195365,462078,Paddy,Telangana,Medak,Kowdipally,13-11-2023,23-04-2024,93.0,55.0,Pea,Lentil,Transplanting,Flood,Groundwater,5.0,99.0,16.0,Rabi
78.2555673979509,17.892313341803828,78.2556486930852,17.89226646893359,78.25557398944828,17.892146357203618,78.25548317326219,17.892186638576476,78.2555673979509,17.892313341803828,414014,Paddy,Telangana,Medak,Kowdipally,12-06-2023,15-04-2024,85.0,72.0,Pea,Lentil,Transplanting,Flood,Canal,3.0,86.0,19.0,Rabi
78.20524058309181,17.878890855979236,78.20548227132895,17.87882201145108,78.20541489157799,17.878543703784068,78.20535483571301,17.87838843740142,78.20512047136184,17.87844409893482,581819,Paddy,Telangana,Medak,Kowdipally,12-08-2023,05-05-2024,89.0,50.0,Lentil,Pea,Transplanting,Flood,Groundwater,4.0,99.0,17.0,Rabi
78.19061405041313,17.86380365087275,78.19094801961354,17.863816833867503,78.19097585038025,17.86365424359888,78.19103151191365,17.863528272760124,78.19069754271324,17.863449174791608,141707,Paddy,Telangana,Medak,Kowdipally,12-03-2023,29-04-2024,87.0,84.0,Pea,Lentil,Transplanting,Flood,Groundwater,4.0,88.0,16.0,Rabi
78.18159248767037,17.838753763675808,78.18165254353535,17.83884384747329,78.18170381073718,17.83895883248308,78.18187811922336,17.838892185120717,78.18185687995403,17.83882919970134,576855,Paddy,Telangana,Medak,Kowdipally,20-11-2023,04-04-2024,96.0,83.0,Pea,Lentil,Transplanting,Flood,Canal,4.0,96.0,15.0,Rabi
78.11287759229631,17.85898673106764,78.11311635097907,17.858796310032314,78.11302553479298,17.858614677660157,78.1127955647734,17.85873771894452,78.11287759229631,17.85898673106764,921944,Paddy,Telangana,Medak,Chilipched,30-12-2023,30-04-2024,91.0,89.0,Lentil,Pea,Transplanting,Flood,Groundwater,4.0,83.0,16.0,Rabi
78.104397264727,17.870474978606488,78.10455985499561,17.870401739746747,78.10454667200086,17.87028309279397,78.10437456068048,17.870325571332618,78.104397264727,17.870474978606488,711469,Paddy,Telangana,Medak,Chilipched,22-11-2023,04-03-2024,96.0,57.0,Pea,Lentil,Transplanting,Flood,Canal,5.0,84.0,17.0,Rabi
78.10623263055211,17.8745609745914,78.10646992445767,17.874508975000985,78.10647212162347,17.874487735731662,78.10644868518834,17.8744203559807,78.10622310950035,17.87447382034831,669935,Paddy,Telangana,Medak,Chilipched,13-12-2023,30-04-2024,92.0,96.0,Lentil,Pea,Transplanting,Flood,Canal,3.0,94.0,15.0,Rabi
78.10898567928973,17.876057610690196,78.10902522827399,17.87613451149292,78.10905452381789,17.876271468160635,78.10912483312325,17.876274397715026,78.10930353594101,17.87618284914035,599716,Paddy,Telangana,Medak,Chilipched,12-09-2023,25-05-2024,98.0,67.0,Pea,Lentil,Transplanting,Flood,Groundwater,6.0,97.0,18.0,Rabi
78.11079028479375,17.881639876579587,78.11098070582908,17.881687481838416,78.11100121270981,17.881623764030444,78.1110297758651,17.8814392021039,78.11084667871576,17.881393061622262,214784,Paddy,Telangana,Medak,Chilipched,11-08-2023,05-11-2024,91.0,51.0,Lentil,Pea,Transplanting,Flood,Canal,3.0,88.0,17.0,Rabi
78.11665159073874,17.900394151393268,78.1168302935565,17.900369250180958,78.116803927567,17.900272574886102,78.11664719640716,17.90028649026945,78.11665159073874,17.900394151393268,1331838,Paddy,Telangana,Medak,Chilipched,27-11-2023,26-04-2024,95.0,63.0,Lentil,Pea,Transplanting,Flood,Groundwater,4.0,84.0,15.0,Rabi
78.12063065798844,17.903184551949366,78.12072586850611,17.903187481503757,78.12073612194648,17.902950187598197,78.12068485474465,17.902592781962667,78.12057353167785,17.902598641071446,906517,Paddy,Telangana,Medak,Kowdipally,21-12-2023,22-05-2024,84.0,70.0,Pea,Lentil,Transplanting,Flood,Canal,6.0,95.0,19.0,Rabi
78.11689547614169,17.91269754744102,78.11707491134806,17.912727575373513,78.11705733402171,17.912561323161903,78.11696871500143,17.912552534498733,78.11691378585662,17.91253056284081,539192,Paddy,Telangana,Medak,Kowdipally,11-11-2023,21-05-2024,95.0,52.0,Pea,Lentil,Transplanting,Flood,Canal,4.0,90.0,16.0,Rabi
78.12454527504154,17.92166857537059,78.1245555284819,17.921759391556666,78.12468735842943,17.92176451827685,78.12481992076556,17.92177257455142,78.12491146934023,17.921779898437393,728906,Paddy,Telangana,Medak,Kowdipally,25-12-2023,25-05-2024,85.0,86.0,Pea,Lentil,Transplanting,Flood,Groundwater,5.0,97.0,15.0,Rabi
78.13174209159394,17.92529243415053,78.13188161162175,17.92542499648666,78.13194496323541,17.925368602564664,78.13190907619415,17.925330152163298,78.13182302053396,17.9252459274746,346638,Paddy,Telangana,Medak,Kowdipally,12-06-2023,04-12-2024,90.0,93.0,Lentil,Pea,Transplanting,Flood,Groundwater,6.0,100.0,16.0,Rabi
78.13711892248178,17.93135478076553,78.1372533157894,17.931337203439195,78.13724342854333,17.931252246361897,78.13711086620721,17.931268358911037,78.13711892248178,17.93135478076553,857710,Paddy,Telangana,Medak,Kulcharam,11-09-2023,14-05-2024,96.0,56.0,Lentil,Pea,Transplanting,Flood,Canal,6.0,97.0,19.0,Rabi
78.1397416060491,17.937697266019047,78.14009168779866,17.937583745786448,78.14007411047233,17.937492197211775,78.139714507671,17.937562506517125,78.1397416060491,17.937697266019047,1326644,Paddy,Telangana,Medak,Kulcharam,23-11-2023,05-02-2024,93.0,78.0,Lentil,Pea,Transplanting,Flood,Canal,6.0,85.0,15.0,Rabi
78.14896970237636,17.94784963675624,78.14919967239595,17.94779177805704,78.14916085580029,17.947665074829693,78.14894626594125,17.947733186969252,78.14896970237636,17.94784963675624,179243,Paddy,Telangana,Medak,Kulcharam,15-11-2023,21-05-2024,85.0,72.0,Lentil,Pea,Transplanting,Flood,Canal,4.0,99.0,18.0,Rabi
78.15811503879213,17.951537945732753,78.15831498087923,17.95147056598179,78.15825712218003,17.95132042631932,78.15814872866763,17.951104371683087,78.1580154339429,17.951146850221736,627137,Paddy,Telangana,Medak,Kulcharam,27-11-2023,25-05-2024,90.0,66.0,Lentil,Pea,Transplanting,Flood,Groundwater,4.0,91.0,17.0,Rabi
78.17254089699516,17.9567986930279,78.17271740264714,17.956759876432237,78.17267492410849,17.956622187375928,78.1726170654093,17.9564881602626,78.17246692574683,17.95653063880125,1326647,Paddy,Telangana,Medak,Kulcharam,11-05-2023,15-04-2024,91.0,84.0,Pea,Lentil,Transplanting,Flood,Canal,6.0,83.0,15.0,Rabi
78.17068355951214,17.970863483652412,78.17096259956774,17.970720667875916,78.17089229026239,17.970580781653812,78.17078243197278,17.970660612010928,78.17064254575068,17.970771935077735,469861,Paddy,Telangana,Medak,Kulcharam,27-12-2023,22-05-2024,92.0,85.0,Pea,Lentil,Transplanting,Flood,Groundwater,5.0,80.0,19.0,Rabi
78.20322944400355,17.99304167515893,78.20350628689337,17.99303874560454,78.20351946988812,17.992747254942774,78.20323237355794,17.992756043605944,78.20322944400355,17.99304167515893,830127,Paddy,Telangana,Medak,Kulcharam,24-11-2023,04-02-2024,83.0,84.0,Pea,Lentil,Transplanting,Flood,Groundwater,6.0,80.0,15.0,Rabi
78.52999487017487,18.03882914549132,78.53020140375935,18.038757371408774,78.53020726286813,18.03864018923319,78.53017503776984,18.038483458073344,78.53009886935571,18.03847906374176,81755,Paddy,Telangana,Medak,Chegunta,12-03-2023,28-05-2024,86.0,84.0,Pea,Lentil,Transplanting,Flood,Canal,3.0,98.0,16.0,Rabi
78.52445801237849,18.037679295393396,78.5249926560546,18.037594338316097,78.52498679694581,18.037376086514072,78.52441260428544,18.037471297031733,78.52445801237849,18.037679295393396,958659,Paddy,Telangana,Medak,Chegunta,29-11-2023,04-04-2024,81.0,74.0,Pea,Lentil,Transplanting,Flood,Canal,4.0,90.0,20.0,Rabi
78.53109198829377,18.032778150899574,78.53122821257288,18.033268851259834,78.53151091457148,18.033081359778897,78.53150798501709,18.032997867478795,78.53148747813637,18.03280451688908,703408,Paddy,Telangana,Medak,Chegunta,12-07-2023,19-04-2024,85.0,75.0,Pea,Lentil,Transplanting,Flood,Groundwater,5.0,80.0,15.0,Rabi
78.54131759789068,18.027528389433392,78.54145968127858,18.027797908437236,78.54175263671755,18.027597233961547,78.54171748206487,18.027493234780717,78.54168672174377,18.027392165154275,131410,Paddy,Telangana,Medak,Chegunta,21-12-2023,04-07-2024,85.0,98.0,Pea,Lentil,Transplanting,Flood,Canal,6.0,90.0,18.0,Rabi
78.54665378121136,18.023024199559373,78.54690425811167,18.023295183340412,78.54704634149957,18.023204367154335,78.5471488759032,18.023112086191063,78.54696138442226,18.022918735601348,931216,Paddy,Telangana,Medak,Chegunta,29-12-2023,04-01-2024,97.0,81.0,Lentil,Pea,Transplanting,Flood,Groundwater,6.0,92.0,15.0,Rabi
