FarmID,category,Crop,State,District,Sub-District,SDate,HDate,CropCoveredArea,CHeight,CNext,CLast,CTransp,IrriType,IrriSource,IrriCount,WaterCov,ExpYield,Season,geometry,tif_path
287538,Healthy,Paddy,Telangana,Medak,Yeldurthy,2023-12-28 0:00:00,2024-01-05 0:00:00,93,93,Pea,Lentil,Transplanting,Flood,Canal,6,95,20,Rabi,"POLYGON ((78.30464241122914 17.970882157826395, 78.3056457836076 17.970750327878868, 78.30551395366004 17.969659068868744, 78.30522832210707 17.968619077060428, 78.3042249497286 17.968904708613415, 78.30464241122914 17.970882157826395))",downloads/20240103T051219_20240103T052207_T43QHV_RGB_2023-12-28_2024-01-05.tif
662903,Healthy,Paddy,Telangana,Medak,Medak,2023-07-11 0:00:00,2024-04-24 0:00:00,80,83,Lentil,Pea,Transplanting,Flood,Groundwater,3,98,20,Rabi,"POLYGON ((78.28261311302352 18.003182845597387, 78.28369704814764 18.003065663421797, 78.28367507648973 18.002798341583745, 78.28371169591956 18.002505386144797, 78.28363479511682 18.001849898350123, 78.28332352996294 18.001886517779994, 78.28282916765974 18.001967080525695, 78.28247762113295 18.00209891047324, 78.28235677701439 18.0023332748244, 78.28237142478638 18.00284594684259, 78.2825838174796 18.002948481246225, 78.28261311302352 18.003182845597387))",downloads/20240422T050649_20240422T051633_T43QHV_RGB_2023-07-11_2024-04-24.tif
513844,Healthy,Paddy,Telangana,Medak,Medak,2023-12-22 0:00:00,2024-05-30 0:00:00,100,95,Pea,Lentil,Transplanting,Flood,Groundwater,4,91,19,Rabi,"POLYGON ((78.28931074508532 18.00606552940744, 78.28938032200206 18.006358484846405, 78.28958172886637 18.006706369430177, 78.29145664367566 18.006204683240963, 78.29123692709643 18.00571032093771, 78.28931074508532 18.00606552940744))",downloads/20240527T050651_20240527T051452_T43QHV_RGB_2023-12-22_2024-05-30.tif
864083,Healthy,Paddy,Telangana,Medak,Medak,2023-11-27 0:00:00,2024-09-05 0:00:00,91,60,Pea,Lentil,Transplanting,Flood,Groundwater,4,82,19,Rabi,"POLYGON ((78.2897769586677 18.01318656067727, 78.29072173995834 18.01287163358039, 78.29075103550225 18.011868261201943, 78.29052399503703 18.011304321981946, 78.28910316115811 18.01175107902637, 78.28934851133818 18.012681212545075, 78.2897769586677 18.01318656067727))",downloads/20240904T050651_20240904T052128_T43QHV_RGB_2023-11-27_2024-09-05.tif
214930,Healthy,Paddy,Telangana,Medak,Medak,2023-11-15 0:00:00,2024-02-05 0:00:00,81,92,Lentil,Pea,Transplanting,Flood,Groundwater,6,83,15,Rabi,"POLYGON ((78.28753462684612 18.015439282691325, 78.28797406000457 18.01608744660002, 78.28962559629171 18.015406325204435, 78.28915686758936 18.014688584378977, 78.28753462684612 18.015439282691325))",downloads/20240202T051029_20240202T052012_T43QHV_RGB_2023-11-15_2024-02-05.tif
631570,Healthy,Paddy,Telangana,Medak,Medak,2023-05-12 0:00:00,2024-02-04 0:00:00,92,61,Pea,Lentil,Transplanting,Flood,Groundwater,3,91,16,Rabi,"POLYGON ((78.29837379887134 18.030298122923227, 78.29940646679371 18.030268827379317, 78.29947604371046 18.029873337536717, 78.29946871982446 18.029437566321267, 78.29848365716099 18.029448552150225, 78.29820168755094 18.029602353755685, 78.29820901143694 18.02974150758919, 78.29837379887134 18.030298122923227))",downloads/20240202T051029_20240202T052012_T43QHV_RGB_2023-05-12_2024-02-04.tif
1326617,Healthy,Paddy,Telangana,Medak,Medak,2023-12-11 0:00:00,2024-05-25 0:00:00,83,75,Lentil,Pea,Transplanting,Flood,Groundwater,5,83,20,Rabi,"POLYGON ((78.31198129000485 18.046016801969, 78.31220833047007 18.0462438424342, 78.31269903083034 18.04661003673289, 78.31360353074815 18.045555397152636, 78.31291508546657 18.04502807736251, 78.31198129000485 18.046016801969))",downloads/20240522T050649_20240522T051545_T43QHV_RGB_2023-12-11_2024-05-25.tif
601179,Healthy,Paddy,Telangana,Medak,Medak,2023-11-13 0:00:00,2024-09-05 0:00:00,99,71,Lentil,Pea,Transplanting,Flood,Groundwater,3,96,18,Rabi,"POLYGON ((78.31756408474429 18.05175958126581, 78.31843928911805 18.051829158182553, 78.31943167566752 18.051821834296575, 78.32070969376996 18.051704652120986, 78.32075729902886 18.050994235181506, 78.31987110882596 18.051074797927225, 78.31884576478973 18.050979587409568, 78.31795225070091 18.05085141940502, 78.31756408474429 18.05175958126581))",downloads/20240904T050651_20240904T052128_T43QHV_RGB_2023-11-13_2024-09-05.tif
740206,Pests,Paddy,Telangana,Medak,Medak,2023-11-13 0:00:00,2024-05-30 0:00:00,97,60,Lentil,Pea,Transplanting,Flood,Groundwater,5,96,18,Rabi,"POLYGON ((78.33054297128137 18.0470225494528, 78.3311398679883 18.046941986707083, 78.33105564329956 18.04568594026254, 78.3305905765402 18.045748193293324, 78.33015480532475 18.04556875808695, 78.33017311503974 18.045839741868, 78.33036719801805 18.046063120390205, 78.33040015550489 18.046630721553182, 78.33054297128137 18.0470225494528))",downloads/20240527T050651_20240527T051452_T43QHV_RGB_2023-11-13_2024-05-30.tif
723779,Healthy,Paddy,Telangana,Medak,Medak,2023-10-11 0:00:00,2024-05-24 0:00:00,98,57,Lentil,Pea,Transplanting,Flood,Canal,4,84,16,Rabi,"POLYGON ((78.34037790351852 18.057567939666406, 78.34132634675215 18.057696107670953, 78.34183901877034 18.057776670416654, 78.34226014221387 18.05775836070172, 78.34234802884554 18.05720540731068, 78.34159000664721 18.057062591534194, 78.3412201504055 18.05703695793328, 78.34085029416387 18.05704794376224, 78.34060494398373 18.056938085472627, 78.34049508569409 18.056700059178485, 78.3403522699176 18.05672569277938, 78.34028269300086 18.05683921301199, 78.34037790351852 18.057567939666406))",downloads/20240522T050649_20240522T051545_T43QHV_RGB_2023-10-11_2024-05-24.tif
679528,Healthy,Paddy,Telangana,Medak,Medak,2023-12-25 0:00:00,2024-05-04 0:00:00,95,74,Pea,Lentil,Transplanting,Flood,Groundwater,4,97,17,Rabi,"POLYGON ((78.33106551791582 18.0647781998911, 78.33268409671612 18.064250880100957, 78.33379732738416 18.06364299756513, 78.33359225857686 18.063020467257328, 78.33291113718127 18.063430604871883, 78.33178325874131 18.063935953004076, 78.33099960294207 18.064177641241233, 78.33106551791582 18.0647781998911))",downloads/20240502T050649_20240502T051513_T44QKE_RGB_2023-12-25_2024-05-04.tif
377607,Healthy,Paddy,Telangana,Medak,Medak,2023-12-11 0:00:00,2024-05-18 0:00:00,93,59,Pea,Lentil,Transplanting,Flood,Canal,4,88,15,Rabi,"POLYGON ((78.32915619030891 18.06424700091247, 78.3300313946828 18.0641261567939, 78.32993984610808 18.063602498946754, 78.32989956473524 18.06326193824896, 78.32989956473524 18.06287377229234, 78.32984097364742 18.06262476016922, 78.32904267007626 18.06290672977923, 78.32909393727809 18.06306419332767, 78.32915985225183 18.06373799083728, 78.32915619030891 18.06424700091247))",downloads/20240517T050651_20240517T051655_T44QKE_RGB_2023-12-11_2024-05-18.tif
984481,Stressed,Paddy,Telangana,Medak,Medak,2023-11-27 0:00:00,2024-05-28 0:00:00,87,86,Lentil,Pea,Transplanting,Flood,Canal,4,81,16,Rabi,"POLYGON ((78.31144892276835 18.057051010762343, 78.3121007486201 18.058193536974294, 78.31306017768266 18.05765156941221, 78.31236440851515 18.056560310402087, 78.31144892276835 18.057051010762343))",downloads/20240527T050651_20240527T051452_T43QHV_RGB_2023-11-27_2024-05-28.tif
32683,Healthy,Paddy,Telangana,Medak,Medak,2023-12-25 0:00:00,2024-04-13 0:00:00,91,64,Pea,Lentil,Transplanting,Flood,Groundwater,4,80,18,Rabi,"POLYGON ((78.30304082126175 18.05507799034873, 78.30351321190703 18.055814040889107, 78.30393799729356 18.05560897208184, 78.30338870584546 18.054763063251833, 78.30304082126175 18.05507799034873))",downloads/20240412T050649_20240412T051727_T43QHV_RGB_2023-12-25_2024-04-13.tif
1326625,Diseased,Paddy,Telangana,Medak,Medak,2023-11-29 0:00:00,2024-04-25 0:00:00,88,84,Lentil,Pea,Transplanting,Flood,Canal,6,94,19,Rabi,"POLYGON ((78.29355265317287 18.041440193364398, 78.29442419560384 18.041290053701918, 78.29442053366084 18.039986401998547, 78.29428504177028 18.039825276507127, 78.29356730094486 18.040030345314396, 78.29355265317287 18.041440193364398))",downloads/20240422T050649_20240422T051633_T43QHV_RGB_2023-11-29_2024-04-25.tif
1326626,Healthy,Paddy,Telangana,Medak,Medak,2023-11-17 0:00:00,2024-03-05 0:00:00,85,82,Lentil,Pea,Transplanting,Flood,Groundwater,5,88,18,Rabi,"POLYGON ((78.28874511217958 18.038891040671754, 78.2900084825101 18.038385692539542, 78.28973383678613 18.037503164279684, 78.28944820523309 18.03768259948604, 78.28928707974168 18.037583727025385, 78.28886961824115 18.037671613657082, 78.28841919925378 18.03791330189422, 78.28874511217958 18.038891040671754))",downloads/20240303T050719_20240303T051936_T43QHV_RGB_2023-11-17_2024-03-05.tif
1331837,Healthy,Paddy,Telangana,Medak,Medak,2023-10-12 0:00:00,2024-05-24 0:00:00,97,60,Lentil,Pea,Transplanting,Flood,Groundwater,5,94,19,Rabi,"POLYGON ((78.2754123112092 18.026608223839737, 78.27656948519306 18.02786793222726, 78.27726525436064 18.027303993007262, 78.2766573718248 18.026765687388178, 78.2761117423197 18.026139495137397, 78.2754123112092 18.026608223839737))",downloads/20240522T050649_20240522T051545_T43QHV_RGB_2023-10-12_2024-05-24.tif
1326627,Healthy,Paddy,Telangana,Medak,Medak,2023-12-30 0:00:00,2024-08-04 0:00:00,81,66,Pea,Lentil,Transplanting,Flood,Canal,6,82,15,Rabi,"POLYGON ((78.2614899115256 17.99940582994187, 78.26179019085056 18.000108922995373, 78.26404594773055 17.99929597165226, 78.26387749835315 17.998717384660306, 78.263650457888 17.998395133677448, 78.26255919887781 17.998915129581597, 78.2614899115256 17.99940582994187))",downloads/20240731T050649_20240731T051731_T43QHV_RGB_2023-12-30_2024-08-04.tif
